Absolute Return HFs,Aggregate - Global,Aggregate - US,Asia Pacific ex Japan,Bitcoin,Credit Directional HFs,EM Debt,EM Equities,General Commodities,Global ACWI EAFE,Global Equities ACWI,Gold,Govt Bonds - Global,Growth Directional HFs,High Yield,HY Muni Bond,IG Corp,IG Muni Bond,Illiquid RE,Infrastructure,Japan Equities,Pan Europe,PE,Private Debt,REITs - Global,US Equities
3.159854794,1.914609795,1.190114108,0.353132223,6.345090533,4.1513998,0.427865971,0.647810605,2.790456701,0.094922075,-0.562096412,-1.095620007,0.389999022,2.533843057,2.183986355,0.720261756,1.239212939,1.226068228,-0.384871989,-1.858339961,1.59749689,-0.493732973,1.239161636,3.220229117,-2.779335386,-1.043339232
-1.235145365,-0.256122174,-1.203077337,-3.022766329,33.62968609,-0.213954549,-0.813292514,-2.971484489,0.874377801,-2.567065604,-2.199249494,7.545373082,-0.699125174,-1.428421454,-0.667420546,-1.809689052,-1.436598145,-0.878768946,-1.377523097,-3.722627034,-1.852903224,-2.728837067,-0.667652963,-0.254200047,-4.361970092,-1.816977004
-1.206360955,-0.364527993,0.68446776,2.154472951,8.439894474,-2.028202974,2.243063728,3.701808194,-6.819574344,4.096092921,4.711592349,-1.306508523,0.775248695,-0.420216274,0.963867439,2.058561066,1.892253012,1.748015128,3.150235143,3.18040783,2.204207213,5.222431384,3.187541616,0.110084347,6.271995317,4.938616136
2.257385355,2.088741049,2.782055991,7.610019331,12.66604607,1.008710464,3.594637786,2.69333145,-3.922183057,4.380968673,3.870241726,0.419375446,3.253023153,0.230189656,2.29192132,2.037424763,3.139936011,1.384669192,4.386757965,6.446168801,2.969954453,4.138143205,2.924086699,2.393018005,8.121849477,3.621045586
0.538130185,0.189048549,0.187085602,-4.13721504,9.627473801,1.006095394,-0.881752914,-4.293544147,0.732422353,-0.113921197,0.613082129,-1.054880341,-1.227769652,0.737532046,0.454552354,0.705654455,0.201676591,0.384439287,-2.511906129,-3.638383523,3.514665989,-0.592973278,1.659563066,1.105380549,-4.014777825,1.918430321
2.654346765,-0.120387684,-0.989191694,2.122655892,38.13314102,1.31442524,1.275655575,4.58100842,-1.388143081,3.440318212,4.906720409,0.912597369,-0.987506841,3.113264721,0.797768524,1.136772987,-0.862926644,0.28211661,1.749897028,5.757507342,4.799033901,2.968425344,3.734806976,1.512602078,0.713516072,5.584844986
2.00590901,0.8392039,0.913095462,1.474689732,13.23112337,1.228460819,1.990693658,2.705037677,3.817091193,3.338660673,3.226747115,8.351931712,0.570571371,1.780186356,1.097976595,0.919755214,1.260662707,-0.079042163,1.16916642,6.501736694,3.191161732,3.655930415,2.328884578,1.544105192,2.63057872,3.235830303
0.350819228,-0.686157,-1.463834661,-1.631821337,-17.43937827,1.093198239,-1.397073473,0.823890404,3.927269057,-2.253725826,-2.571696812,4.067708189,-2.000947142,-0.052773289,-0.315052031,-0.652017404,-1.404994741,0.09841153,-0.722282789,-1.597439561,-4.845086327,-1.356472735,0.541956553,1.800337285,-5.771654916,-3.072296347
-0.581366464,-0.981604273,-0.327060375,3.116619647,11.50246644,-0.936992641,0.588092465,-0.048619854,0.151157506,2.954795857,2.492306769,-0.400551825,-1.05624234,-0.522218197,-0.363794429,-1.271961745,0.001332504,-2.292080171,-2.966352033,2.758706481,0.514207622,3.791546581,-0.956786782,-0.917202417,2.310224529,2.952692279
0.734169856,1.586761811,1.643685296,0.411091754,-11.33917315,1.213164885,0.528366549,3.350469544,-1.21242224,-1.059972497,2.783547085,0.627691261,0.860188249,1.093631052,1.241065422,1.728816686,1.237343146,1.790143251,3.30170499,-3.834732732,0.444684532,-2.057163715,5.118004559,1.551070195,1.771879907,4.231820493
-0.392871696,0.189854917,0.737039449,0.256962533,6.548744796,-0.521323865,0.980765015,-0.813157234,-5.89185025,0.903712374,-0.12744959,3.599578794,1.287577307,0.030836875,0.670136095,0.494744409,0.729941027,-0.354861739,2.670229368,7.547540204,2.26776379,0.441340255,-0.402746776,-0.957313458,4.435414067,-0.451237693
-1.836366919,-0.850795776,-0.636708885,1.872865356,-12.86353103,-1.458031143,0.155024232,-1.112925242,-2.477319381,1.122253989,0.380425794,0.008485606,0.264951061,-1.647020108,-0.549352918,-2.155749219,-0.450562329,-1.8499439,1.325098024,-3.284194045,-0.686839771,1.893086627,-0.037188296,-1.219817631,3.310012937,0.223625399
-0.510911155,-0.794206405,-0.54895726,4.992578828,5.844296212,-0.67875441,0.124777384,3.710924409,3.316507658,-1.091343519,0.301563078,3.120141349,-0.425853131,-0.225238893,-0.187669717,-0.162264431,-0.162942739,-0.735183371,-0.294119585,1.560443892,-2.470873489,-1.734225913,-3.27136246,-1.005374188,1.382367661,0.207543495
