Absolute Return HFs,Aggregate - Global,Aggregate - US,Asia Pacific ex Japan,Bitcoin,Credit Directional HFs,EM Debt,EM Equities,General Commodities,Global ACWI EAFE,Global Equities ACWI,Gold,Govt Bonds - Global,Growth Directional HFs,High Yield,HY Muni Bond,IG Corp,IG Muni Bond,Illiquid RE,Infrastructure,Japan Equities,Pan Europe,PE,Private Debt,REITs - Global,US Equities
2.840387754,2.480582916,1.892573479,-3.538729434,-13.69250791,2.830367212,1.84871333,0.60901341,-3.667132733,-1.048965868,1.987431748,1.678929385,0.989067509,3.200420222,1.803284899,2.563099859,1.608390865,2.398450726,0.580576335,0.056926239,3.886757885,-2.295850477,4.292716077,2.658188807,-0.945053896,3.501145824
0.080127391,-1.901837918,-2.40723958,2.100714942,30.28472104,-1.012564487,0.431448052,2.271258144,2.342476132,2.352181137,3.5912188,-4.238771757,-2.237005419,0.040957786,-0.275556304,-1.326915322,-1.524055468,-1.482478098,1.199741871,6.620722272,2.889851557,2.385012293,2.124871337,-0.398381018,1.130330624,4.242736252
0.960906346,-0.900173946,-0.818748343,3.142304419,-1.116586974,0.241088615,0.905644469,5.062559201,6.207006842,1.864115166,2.729416134,1.39804148,-0.781229637,0.606575267,0.306539729,-0.696744109,-0.506249213,-0.775351116,0.458565964,2.493704752,1.622468349,1.65907264,1.880228224,0.675571376,2.493801509,2.417460503
0.687675275,1.313442912,0.778367417,-5.076953901,-0.80967999,1.819441574,-0.449324168,-5.446452135,0.429576572,-2.604234247,-1.540572767,0.19322361,0.091380417,0.617142751,1.595897408,0.918090517,0.606195675,0.632402145,-0.518196357,-2.194394968,-1.436550621,-2.467015158,0.576816105,1.988604259,-2.192166078,-0.228271445
1.869491175,0.624246176,-0.100249511,-0.937231396,5.054726914,2.861036181,-0.862497649,-0.642553014,1.500093081,-1.195441545,-1.852460031,-2.385983627,-0.900364598,1.243479437,0.893622735,-0.570101864,-0.05115068,-0.064295391,-1.675235608,-3.14870358,0.307133271,-1.784096592,-0.051201983,1.929865498,-4.069699006,-2.333702852
-1.631852511,-0.65282932,-1.599784483,-3.419473475,33.23297894,-0.610661695,-1.20999966,-3.368191635,0.477670655,-2.96377275,-2.59595664,7.148665936,-1.09583232,-1.8251286,-1.064127692,-2.206396198,-1.833305291,-1.275476092,-1.774230243,-4.11933418,-2.24961037,-3.125544213,-1.064360109,-0.650907193,-4.758677238,-2.21368415
-0.320843875,0.520989087,1.56998484,3.039990031,9.325411554,-1.142685894,3.128580808,4.587325273,-5.934057265,4.981610001,5.597109429,-0.420991443,1.660765775,0.465300806,1.849384519,2.944078146,2.777770092,2.633532207,4.035752223,4.06592491,3.089724293,6.107948464,4.073058696,0.995601427,7.157512397,5.824133216
1.724086184,1.555441878,2.24875682,7.07672016,12.1327469,0.475411293,3.061338615,2.160032279,-4.455482228,3.847669502,3.336942555,-0.113923725,2.719723982,-0.303109516,1.758622149,1.504125592,2.60663684,0.851370021,3.853458794,5.91286963,2.436655281,3.604844034,2.390787528,1.859718834,7.588550306,3.087746415
2.222104625,1.873022989,1.871060042,-2.4532406,11.31144824,2.690069834,0.802221526,-2.609569707,2.416396793,1.570053243,2.297056569,0.629094099,0.456204788,2.421506486,2.138526794,2.389628895,1.885651031,2.068413727,-0.827931689,-1.954409083,5.198640429,1.091001162,3.343537506,2.789354989,-2.330803385,3.602404761
2.27682014,-0.497914308,-1.366718318,1.745129268,37.75561439,0.936898616,0.898128951,4.203481796,-1.765669705,3.062791588,4.529193785,0.535070745,-1.365033465,2.735738097,0.4202419,0.759246363,-1.240453268,-0.095410014,1.372370404,5.379980718,4.421507277,2.59089872,3.357280352,1.135075454,0.335989448,5.207318362
2.12898724,0.96228213,1.036173691,1.597767962,13.3542016,1.351539049,2.113771887,2.828115906,3.940169423,3.461738903,3.349825345,8.475009941,0.693649601,1.903264586,1.221054824,1.042833444,1.383740937,0.044036067,1.29224465,6.624814924,3.314239962,3.779008645,2.451962808,1.667183422,2.75365695,3.358908533
0.463475202,-0.573501025,-1.351178687,-1.519165363,-17.32672229,1.205854213,-1.284417499,0.936546378,4.039925031,-2.141069851,-2.459040837,4.180364163,-1.888291168,0.059882686,-0.202396057,-0.53936143,-1.292338767,0.211067505,-0.609626815,-1.484783587,-4.732430353,-1.243816761,0.654612527,1.912993259,-5.658998942,-2.959640373
-0.291809938,-0.692047748,-0.03750385,3.406176173,11.79202297,-0.647436116,0.87764899,0.240936671,0.440714031,3.244352382,2.781863294,-0.110995299,-0.766685814,-0.232661672,-0.074237903,-0.98240522,0.290889029,-2.002523646,-2.676795507,3.048263006,0.803764148,4.081103106,-0.667230257,-0.627645892,2.599781054,3.242248804
