Tier4,Weight,Portfolio Name
PRIMECAP Odyssey Aggressive Growth,0.0600,AlTi Onshore Moderate Growth Traditional Taxable + 1099
Vanguard Interm-Term Treasury Adm,0.0300,AlTi Onshore Moderate Growth Traditional Taxable + 1099
Vanguard Interm-Term Tx-Ex Adm,0.1900,AlTi Onshore Moderate Growth Traditional Taxable + 1099
Artisan International Value Advisor,0.1150,AlTi Onshore Moderate Growth Traditional Tax-Exempt
Fidelity Inv MM Treasury Instl,0.0500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
FT Energy Income Partners Strategy ETF,0.0400,AlTi Onshore Moderate Growth Traditional Tax-Exempt
GQG Partners Emerging Markets EquityInst,0.0500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
GQG Partners Global Quality Equity Instl,0.0850,AlTi Onshore Moderate Growth Traditional Tax-Exempt
iShares 0-5 Year TIPS Bond ETF,0.0500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
iShares Core S&P Total US Stock Mkt ETF,0.2500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
iShares Gold Trust,0.0500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
PIMCO Income Instl,0.0350,AlTi Onshore Moderate Growth Traditional Tax-Exempt
PRIMECAP Odyssey Aggressive Growth,0.0600,AlTi Onshore Moderate Growth Traditional Tax-Exempt
Vanguard Interm-Term Treasury Adm,0.0650,AlTi Onshore Moderate Growth Traditional Tax-Exempt
Vanguard Total Bond Market Index I,0.1500,AlTi Onshore Moderate Growth Traditional Tax-Exempt
